id,name,parentid,x,y,z,description,shortname,catchment,fgroup,fcst_pp,esp,hefs,snowupdate,spatial_display,gage,gage_fcst,precip,nwm,snotel,snowcourse
EXTA2,EXTA2,,-149.62,60.19,400,Exit Glacier snow course,EXTA2,,Kenai,,,,,,Y,,,,,Y
EYAA2,EYAA2,,-145.644444,60.531111,90,NWS Wireweight - Eyak River at Copper River Hwy,EYAA2,,Copper,,,,,,Y,Y,Y,,,
EYKA2,EYKA2,,-145.733333,60.55,428.2,Mt Eyak Snotel,EYKA2,,Copper,,,,,,Y,,Y,,Y,
EYLK1,NAM-12 Yentna#1,,-151.53,62.83,365.8,model data for Yentna,EYLK1,,Matsu,,,,,,Y,,Y,,,
EYLK2,NAM-12 Yentna#2,,-152.1,62.64,365.8,model data for Yentna,EYLK2,,Matsu,,,,,,Y,,Y,,,
FAFA2,Pfaff Mine,,-154.836667,59.110833,587.7,NPS weather site near King Salmon,FAFA2,,Tanana,,,,,,Y,,Y,,,
FAOA2,UAF West Ridge,,-147.833333,64.866667,189.3,FAI coop site,FAOA2,,Tanana,,,,,,Y,,Y,,,
FBLOW,FBLOW,,-147.701111,64.845833,137.2,Lower Fairbanks Local,FBLOW,,Tanana,,,,,,Y,,Y,,,
FBUPP,FBUPP,,-147.7,64.85,137.2,Upper Fairbanks,FBUPP,,Tanana,,,,,,Y,,Y,,,
FCHA2,Mile 15 Chena Hot Springs Rd,,-147.154167,64.888889,246.9,FAI Coop site,FCHA2,,Tanana,,,,,,Y,,Y,,,
FCKA2,FCKA2,,-131.194,55.392,6.1,USGS gage - Fish Cr nr Ketchikan,FCKA2,,Southeast,,,,,,Y,,Y,,,
FGLA2,FGLA2,,-148.47,62.78,2120,Fog Lakes snowcourse,FGLA2,,Matsu,,,,,,Y,,Y,,,
FHKA2,FHKA2,,-149.28,61.78,3300,Fishhook Basin snowcourse,FHKA2,,Matsu,,,,,,Y,,Y,,,
FHTA2,FHTA2,,-154.33,60.5,1800,Fishtrap Lake snowcourse,FHTA2,,Kenai,,,,,,Y,,Y,,,
FINQ9,FINQ9,,-130.77,61.7,3240,Finlayson Airstrip snowcourse,FINQ9,,Copper,,,,,,Y,,Y,,,
FKMA2,Fort Knox Mine,,-147.340833,65.003333,189.3,FAI Coop site,FKMA2,,Tanana,,,,,,Y,,Y,,,
FLDA2,FLDA2,,-145.63,63.2,3000,Fielding Lake snowcourse,FLDA2,,Tanana,,,,,,Y,,Y,,,
FLLA2,FLLA2,,-131.621111,55.350833,0,Ketchikan Public Utilities gage - Fawn Lake,FLLA2,,Southeast,Y,,,,,Y,,Y,,,
FLSA2,FLSA2,,-132.922222,56.682222,9.1,USGS gage - Falls Creek nr Petersburg,FLSA2,,Southeast,,,,,,Y,,Y,,,
FMKA2,FMKA2,,-141.630556,64.076111,537.2,NWS Wireweight - Walker Fork of Fortymile R at Taylor Hwy,FMKA2,,Fortym,,,,,,Y,Y,,,,
FMMA2,FMMA2,,-141.997222,64.066111,499.1,NWS Wireweight - Mosquito Fk of Fortymile R at Taylor Hwy,FMMA2,,Fortym,,,,,,Y,Y,,,,
FMRA2,FMRA2,,-141.313333,64.279722,365.8,USGS gage - Fortymile River at Taylor Hwy,FMRA2,,Fortym,,,,,,Y,Y,,,,
FMSA2,FMSA2,,-141.767222,64.057778,470.5,NWS Wireweight - South Fk of Fortymile R at Taylor Hwy,FMSA2,,Fortym,,,,,,Y,,,,,
FMTA2,FMTA2,,-147.743333,64.834444,127.4,Fairbanks Field Office snowcourse,FMTA2,,Tanana,,,,,,Y,,,,,Y
FMWA2,FMWA2,,-142.232222,63.889444,564.9,NWS Wireweight - West Fk Dennison Fk of Fortymile R at Taylor Hwy,FMWA2,,Fortym,,,,,,Y,Y,,,,
FOFA2,FOFA2,,-147.79,64.86,450,Fairbanks F.O. snow course,FOFA2,,Tanana,,,,,,Y,,,,,Y
FOJA2,Fourth of July Creek,,-149.319167,60.096111,31.4,NWS Precip gage nr Seward,FOJA2,,Kenai,,,,,,Y,,Y,,,
FPYA2,FPYA2,,-142.27,63.7,3100,Mt Fairplay snowcourse,FPYA2,,Tanana,,,,,,Y,,Y,,,Y
FRBA2,Fort Wainwright RAWS,,-147.615,64.836667,138.4,RAWS site near Fort Wainright,FRBA2,,Tanana,,,,,,Y,,Y,,,
FRKA2,FRKA2,,-155.39,58.37,1300,Three Forks snow course,FRKA2,,Kuskokwim,,,,,,Y,,,,,Y
FRNA2,FRNA2,,-146.75,64.57,1800,French Creek snowcourse,FRNA2,,Tanana,,,,,,Y,,,,,Y
FRWA2,Fort Richardson WTP,,-149.633333,61.233333,149.4,ANC Coop site,FRWA2,,Anch,,,,,,Y,,,,,
FSKA2,FSKA2,,-134.55,58.32,500,Fish Creek snowcourse,FSKA2,,Southeast,,,,,,Y,,,,,Y
FSSA2,FSSA2,,-147.6,65.47,1400,Fossil snowcourse,FSSA2,,Southeast,,,,,,Y,,,,,Y
FTGA2,FTGA2,,-145.78,63.93,1500,Fort Greely snowcourse,FTGA2,,Tanana,,,,,,Y,,,,,Y
FTHA2,FTHA2,,-146.33,65.3,1900,Faith Creek snowcourse,FTHA2,,Tanana,,,,,,Y,,,,,Y
FTSA2,Seward Hwy at Mile 43,,-149.527222,60.617778,0,RWIS site nr Moose Pass,FTSA2,,Kenai,,,,,,Y,,,,,
FULQ9,FULQ9,,-130.77,62.97,3700,Fuller Lake snowcourse,FULQ9,,Yuk_Can,,,,,,Y,,,,,Y
FUNA2,Funny River,,-150.805556,60.482222,83.8,discontinued coop site nr Sterling,FUNA2,,KEnai,,,,,,Y,,Y,,,
FUNNY,Funny R,,-150.41,60.2,917.5,Funny R at Kenai R nr Soldotna,FUNNY,,Kenai,,,,,,Y,,,,,
FWLA2,Farewell Flats RAWS,,-154.076667,62.723333,236.2,RAWS site near McGrath,FWLA2,,Kuskokwim,,,,,,Y,,,,,
FYNA2,FYNA2,,-145.25,66.666667,131.1,Fort Yukon Snotel,FYNA2,,Upyukon,,,,,,Y,,,,Y,
GADA2,Galena RAWS,,-156.869444,64.753333,36.6,RAWS site near Galena,GADA2,,Midyukon,,,,,,Y,,Y,,,
GAHA2,Glen Alps HANDAR,,-149.690278,61.099167,694.9,ANC Mesonet site at Glen Alps,GAHA2,,Anch,,,,,,Y,,Y,,,
GAKA2,GAKA2,,-145.166667,62.308333,427.7,NWS Wireweight - Gakona River nr Gakona,GAKA2,,Copper,,,,,,Y,Y,,,,
GALA2,Galena - KIYU,,-156.877222,64.741111,46.3,FAI Coop site at Galena,GALA2,,Midyukon,,,,,,Y,,,,,
GALE1,Synthetic Station ALEA2UPR,,-137.616,60.34,943.1,model data for ALEA2,GALE1,,Southeast,,,,,,Y,,Y,,,
GALE2,Synthetic Station ALEA2UPR,,-137.357,59.93,580,model data for ALEA2,GALE2,,Southeast,,,,,,Y,,Y,,,
GALE3,Synthetic Station ALEA2UPR,,-138.619,59.8,815,model data for ALEA2,GALE3,,Southeast,,,,,,Y,,Y,,,
GALE4,Synthetic Station ALEA2LWR,,-137.106,59.522,1371,model data for ALEA2,GALE4,,Southeast,,,,,,Y,,Y,,,
GALE5,Synthetic Station ALEA2LWR,,-137.91,59.39,1371,model data for ALEA2,GALE5,,Southeast,,,,,,Y,,Y,,,
GALK1,Synthetic Station ALKA2UPR,,-137.616,60.34,943.1,model data for ALKA2,GALK1,,Southeast,,,,,,Y,,Y,,,
GALK2,Synthetic Station ALKA2UPR,,-137.357,59.93,580,model data for ALKA2,GALK2,,Southeast,,,,,,Y,,Y,,,
GALK3,Synthetic Station ALKA2UPR,,-138.619,59.8,815,model data for ALKA2,GALK3,,Southeast,,,,,,Y,,Y,,,
GALK4,Synthetic Station ALKA2LWR,,-137.106,59.522,1371,model data for ALKA2,GALK4,,Southeast,,,,,,Y,,Y,,,
GALK5,Synthetic Station ALKA2LWR,,-137.91,59.39,1371,model data for ALKA2,GALK5,,Southeast,,,,,,Y,,Y,,,
GALS1,Synthetic Station ALSQ9UPR,,-137.882,60.749,1460,model data for ALSQ9,GALS1,,Southeast,,,,,,Y,,Y,,,
GALS2,Synthetic Station ALSQ9UPR,,-138.715,60.614,2250,model data for ALSQ9,GALS2,,Southeast,,,,,,Y,,Y,,,
GALS3,Synthetic Station ALSQ9LWR,,-138.438,60.207,1606.9,model data for ALSQ9,GALS3,,Southeast,,,,,,Y,,Y,,,
GBDA2,GBDA2,,-144.942222,64.450556,411.5,USGS gage - Goodpaster River nr Big Delta,GBDA2,,Tanana,,,,,,Y,Y,,,,
GCGA2,Glacier Creek Girdwood,,-149.131667,60.9625,30.5,NWS Wireweight on Glacier Creek at Girdwood,GCGA2,,Anch,,,,,,Y,Y,,,,
GCGK1,Synthetic Station CGKA2,,-144.908056,62.216944,0,model data for CGKA2,GCGK1,,Copper,,,,,,Y,,,,,
GCGK2,Synthethic Station CGKA2,,-144.061111,62.396111,0,model data for CGKA2,GCGK2,,Copper,,,,,,Y,,,,,
GCGK3,Syntethic Station CGKA2,,-144.447,62.791,0,model data for CGKA2,GCGK3,,Copper,,,,,,Y,,,,,
GCGK4,Syntethic Station CGKA2,,-144.846,63.185,0,model data for CGKA2,GCGK4,,Copper,,,,,,Y,,,,,
GCJA2,GCJA2,,-134.401389,58.306944,74.7,USGS gage - Gold Creek at Juneau,GCJA2,,Southeast,,,,,,Y,,,,,
GCKA2,GCKA2,,-145.4,63.95,378,Granite Creek Snotel,GCKA2,,Copper,,,,,,Y,,,,Y,
GCKT1,Syntethic Station CKTA2GL,,-136.3,59.65,451,Syntethic Station CKTA2#1,GCKT1,,Southeast,,,,,, ,Y,Y,,,
GCLT1,Synthetic Station CLTA2#1,,-149.15,63.17,0,model data for CLTA2,GCLT1,,Copper,,,,,, ,Y,Y,,,
GCLT2,Syntethic Station CLTA2#2,,-149.99,62.96,0,model data for CLTA2,GCLT2,,Copper,,,,,, ,Y,Y,,,
GCLT3,Syntethic Station CLTA2#3,,-150.81,62.74,0,model data for CLTA2,GCLT3,,Copper,,,,,, ,Y,Y,,,
GCQA2,Gilmore Creek,,-147.513611,64.966944,295.7,FAI Coop site,GCQA2,,Tanana,,,,,,,Y,Y,,,
GCRA2,GCRA2,,-149.35,60.266667,213.4,Grouse Creek Snotel,GCRA2,,Kenai,,,,,,Y,,,,Y,
GCSA2,GCSA2,,-149.691111,62.767778,206.2,USGS gage - Susitna River at Gold Creek,GCSA2,,Matsu,,,,,,Y,Y,,,,
GDEZ1,DEZQ9UPR 1 Synthetic,,-137.303889,61.288889,1631,model data for DEZQ9,GDEZ1,,Southeast,,,,,,Y,,Y,,,
GDEZ2,DEZQ9UPR 2 Synthetic,,-137.041111,60.878056,696.2,model data for DEZQ9,GDEZ2,,Southeast,,,,,,Y,,Y,,,
GDEZ3,DEZQ9LWR 1 Synthetic,,-136.786,60.467,1207,model data for DEZQ9,GDEZ3,,Southeast,,,,,,Y,,Y,,,
GDPA2,Goodpaster RAWS,,-145.266944,64.238056,463.3,RAWS site nr Goodpaster River,GDPA2,,Tanana,,,,,,Y,,,,,
GDWA2,Girdwood Fire Station,,-149.135,60.961389,53.3,Girdwood Fire Station,GDWA2,,Anch,,,,,,Y,,,,,
GECA2,George Creek RAWS,,-144.350278,63.8375,464.8,RAWS site nr Lake George,GECA2,,Tanana,,,,,,Y,,,,,
GERA2,Glenn Hwy Eagle River,,-149.574722,61.311667,61,RWIS site on N end of Eagle River Bridge,GERA2,,Anch,,,,,,Y,,,,,
GFS01,GFS 40 1of17 Fortymile Basin,,-143.863889,64.338056,0,model data for FMRA2,GFS01,,Fortym,,,,,,Y,,,,,
GFS02,GFS 40 2of17 Fortymile Basin,,-143.966111,63.365,0,model data for FMRA2,GFS02,,Fortym,,,,,,Y,,,,,
GFS03,GFS 40 3of17 Fortymile Basin,,-142.696944,63.138056,0,model data for FMRA2,GFS03,,Fortym,,,,,,Y,,,,,
GFS04,GFS 40 4of17 Fortymile Basin,,-141.805,63.303056,0,model data for FMRA2,GFS04,,Fortym,,,,,,Y,,,,,
GFS05,GFS 40 5of17 Fortymile Basin,,-140.901111,63.461111,0,model data for FMRA2,GFS05,,Fortym,,,,,,Y,,,,,
GFS06,GFS 40 6of17 Fortymile Basin,,-140.678056,64.43,0,model data for FMRA2,GFS06,,Fortym,,,,,,Y,,,,,
GFS07,GFS 40 7of17 Fortymile Basin,,-141.041111,64.838056,0,model data for FMRA2,GFS07,,Fortym,,,,,,Y,,,,,
GFS08,GFS 40 8of17 Fortymile Basin,,-142.383889,65.083056,2500,model data for FMRA2,GFS08,,Fortym,,,,,,Y,,,,,
GFS09,GFS 40 9of17 Fortymile Basin,,-143.338056,64.913056,0,model data for FMRA2,GFS09,,Fortym,,,,,,Y,,,,,
GFS10,GFS 40 10of17 Fortymile Basin,,-143.463056,63.938056,0,model data for FMRA2,GFS10,,Fortym,,,,,,Y,,,,,
GFS11,GFS 40 11of17 Fortymile Basin,,-143.073889,63.538056,0,model data for FMRA2,GFS11,,Fortym,,,,,,Y,,,,,
GFS12,GFS 40 12of17 Fortymile Basin,,-142.17,63.706111,0,model data for FMRA2,GFS12,,Fortym,,,,,,Y,,,,,
GFS13,GFS 40 13of17 Fortymile Basin,,-141.253889,63.866944,0,model data for FMRA2,GFS13,,Fortym,,,,,,Y,,,,,
GFS14,GFS 40 14of17 Fortymile Basin,,-141.618056,64.273056,0,model data for FMRA2,GFS14,,Fortym,,,,,,Y,,,,,
GFS15,GFS 40 15of17 Fortymile Basin,,-142.546944,64.108889,0,model data for FMRA2,GFS15,,Fortym,,,,,,Y,,,,,
GFS16,GFS 40 16of17 Fortymile Basin,,-142.936111,64.511111,0,model data for FMRA2,GFS16,,Fortym,,,,,,Y,,,,,
GFS17,GFS 40 17of17 Fortymile Basin,,-141.995,64.678056,0,model data for FMRA2,GFS17,,Matsu,,,,,,Y,,,,,
GGCS1,Syntethic Station GCSA2#1,,-147.85,63,0,model data for GCSA2,GGCS1,,Matsu,,,,,,Y,,,,,
GGCS2,Syntethic Station GCSA2#2,,-148.69,62.79,0,model data for GCSA2,GGCS2,,Matsu,,,,,,Y,,,,,
GGCS3,Syntethic Station GCSA2#3,,-148.24,62.41,0,model data for GCSA2,GGCS3,,Matsu,,,,,,Y,,,,,
GGRS1,Syntethic Station GRSA2#1,,-146.15,62.421111,0,model data for GRSA2,GGRS1,,Matsu,,,,,,Y,,,,,
GGRS2,Syntethic Station GRSA2#2,,-145.305,62.609,0,model data for GRSA2,GGRS2,,Matsu,,,,,,Y,,,,,
GGRS3,Syntethic Station GRSA2#3,,-145.714,63,0,model data for GRSA2,GGRS3,,Matsu,,,,,,Y,,,,,
GIRD1,Girdwood DOT MESONET,,-149.168056,60.939167,50,ANC Mesonet site Girdwood,GIRD1,,Anch,,,,,,Y,,,,,
GISK1,ISKA2 #1 Syntethic,,-131.61,56.76,454,,GISK1,,Yuk_Can,,,,,,Y,,,,,
GISK2,ISKA2 #2 Synthetic,,-130.86,56.84,1265,,GISK2,,Yuk_Can,,,,,,Y,,,,,
GISK3,ISKA2 #3 Synthetic,,-130.1,56.92,856,,GISK3,,Yuk_Can,,,,,,Y,,,,,
GISK4,ISKA2 #4 Synthetic,,-130.24,57.33,725,,GISK4,,Yuk_Can,,,,,,Y,,,,,
GKGA2,Gulkana Glacier,,-145.405278,63.259444,1479.5,Met site on Gulkana Glacier nr Paxson,GKGA2,,Copper,,,,,,Y,,,,,
GKRA2,Glenn Hwy Knik River,,-149.2425,61.493889,7.6,RWIS site Glenn Hwy at 2nd Knik River Bridge,GKRA2,,Matsu,,,,,,Y,,Y,,,
GLCA2,GLCA2,,-149.379444,60.180278,61,NWS Wireweight - Glacier Creek nr Seward,GLCA2,,Kenai,,,,,,Y,,Y,,,
GLHA2,East Ft Wainwright,,-147.888889,64.918056,243.8,FAI Coop site,GLHA2,,Tanana,,,,,,Y,,Y,,,
GLNA2,Glennallen KCAM,,-145.537222,62.112222,443.8,ANC Coop site,GLNA2,,Anch,,,,,,Y,,Y,,,
GLNH1,Glenwood,,-155.172,19.511,0,,GLNH1,,Hawaii,,,,,,Y,,Y,,,
GLPA2,Glen Alps Handar,,-149.685,61.100278,688.9,NWS Handar site Anchorage,GLPA2,,Anch,,,,,,Y,,Y,,,
GMAC1,Syntethic Station MACA2#1,,-146.14,63.39,0,model data for MACA2,GMAC1,,Southeast,,,,,,Y,,Y,,,
GMTA2,Gunsight Mountain RWIS,,-147.403889,61.832778,983,RWIS Glen Hwy nr Gunsight Mountain,GMTA2,,Matsu,,,,,,Y,,Y,,,
GOAA2,Mendenhall Loop Road at Goat Hill,,-134.541667,58.386389,0,RWIS site Juneau,GOAA2,,Southeast,,,,,,Y,,,,,
GOBA2,GOBA2,,-150.666944,66.745,618.7,Gobblers Knob Snotel,GOBA2,,Koyukuk,,,,,,Y,,,,Y,
GODA2,GODA2,,-147.92,64.2,1700,Gold King snow course,GODA2,,Tanana,,,,,,Y,,,,,Y
GPOA2,GPOA2,,-145.616667,62.858333,621.2,BLM gage - Gulkana R at Paxson Lk outlet,GPOA2,,Copper,,,,,,Y,Y,,,,
GPTA2,GPTA2,,-151.45,61.02,250,Granite Point snowcourse,GPTA2,,Copper,,,,,,Y,,,,,Y
GRAA2,Granite Creek RAWS,,-149.286944,60.7275,205.7,RAWS site nr Turnagain Pass,GRAA2,,Kenai,,,,,,Y,,,,,
GRCA2,GRCA2,,-157.81,63.33,220,Grouch Creek snow course,GRCA2,,Tanana,,,,,,Y,,,,,Y
GRFA2,Graphite Lake RAWS,,-143.298333,67.029722,259.1,RAWS site on Porcupine R,GRFA2,,Porcupine,,,,,,Y,,,,,
GROA2,GROA2,,-149.373333,60.198333,76.2,USGS gage - Grouse Creek nr Seward,GROA2,,Kenai,,,,,,Y,,,,,
GRPA2,GRPA2,,-143.41,67.09,600,Graphite Lake snow course,GRPA2,,Northsl,,,,,,Y,,,,,
GRSA2,GRSA2,,-145.530833,62.520833,562.7,USGS gage - Gulkana River nr Sourdough Campground,GRSA2,,Copper,,,,,,Y,Y,,,,
GRTA2,GRTA2,,-144.92,63.9,1200,Gerstle River snowcourse,GRTA2,,Tanana,,,,,,Y,,,,,Y
GRVA2,GRVA2,,-149.066667,60.616667,335.3,Grandview Snotel,GRVA2,,Kenai,,,,,,Y,,,,Y,
GRZA2,Grazelka Range RAWS,,-149.616667,61.283056,0,RAWS site nr Anchorage,GRZA2,,Anch,,,,,,Y,,,,,
GRZQ9,GRZQ9,,-138.27,64.43,3200,Grizzly Creek snowcourse,GRZQ9,,Yuk_Can,,,,,,Y,,,,,Y
GSBF1,SBFQ2 #1 Synthetic,,-131.93,57.58,6650,,GSBF1,,Southeast,,,,,,Y,,,,,
GSBF2,SBFQ2 #2 Synthetic,,-131.16,57.67,5100,,GSBF2,,Southeast,,,,,,Y,,,,,
GSBF3,SBFQ2 #3 Synthetic,,-131,57.25,5790,,GSBF3,,Southeast,,,,,,Y,,,,,
GSGC1,SGCQ2 #1 Synthetic,,-129.6,57.25,5790,Syntethic Station,GSGC1,,Southeast,,,,,,Y,,,,,
GSGC2,SGCQ2 #2 Synthetic,,-128.81,57.89,4050,Syntethic Station,GSGC2,,Southeast,,,,,,Y,,,,,
GSGC3,SGCQ2 #3 Synthetic,,-128.02,57.95,3970,Syntethic Station,GSGC3,,Southeast,,,,,,Y,,,,,
GSGC4,SGCQ2 #4 Synthetic,,-129.47,57.4,3620,Syntethic Station,GSGC4,,Southeast,,,,,,Y,,,,,
GSGC5,SGCQ2 #5 Synthetic,,-128.69,57.47,6630,Syntethic Station,GSGC5,,Southeast,,,,,,Y,,,,,
GSGC6,SGCQ2 #6 Synthetic,,-127.91,57.53,4790,Syntethic Station,GSGC6,,Southeast,,,,,,Y,,,,,
GSTA2,Glacier Bay National Park,,-135.883333,58.45,15.2,JNU Coop site,GSTA2,,Southeast,,,,,,Y,,,,,
GSTK1,STKA2 #1 Synthetic,,-131.77,57.17,150,,GSTK1,,Southeast,,,,,,Y,,,,,
GSTK2,STKA2 #2 Synthetic,,-131.61,57.76,1490,,GSTK2,,Southeast,,,,,,Y,,,,,
GSTT1,STTQ2 #1 Synthetic,,-130.38,57.75,5830,,GSTT1,,Southeast,,,,,,Y,,,,,
GSTT2,STTQ2 #2 Synthetic,,-131.31,58.08,2340,,GSTT2,,Southeast,,,,,,Y,,,,,
GSTT3,STTQ2 #3 Synthetic,,-130.52,58.16,4080,,GSTT3,,Southeast,,,,,,Y,,,,,
GSTT4,STTQ2 #4 Synthetic,,-129.73,58.24,4790,,GSTT4,,Southeast,,,,,,Y,,,,,
GSTT5,STTQ2 #5 Synthetic,,-130.67,58.58,4030,,GSTT5,,Southeast,,,,,,Y,,,,,
GSUC1,Syntethic Station SUCA2#1,,-146.57,62.81,0,model data for SUCA2,GSUC1,,Matsu,,,,,,Y,,,,,
GSUC2,Syntethic Station SUCA2#2,,-147.41,62.61,0,model data for SUCA2,GSUC2,,Matsu,,,,,,Y,,,,,
GSUC3,Syntethic Station SUCA2#3,,-146.983889,62.226944,0,model data for SUCA2,GSUC3,,Matsu,,,,,,Y,,,,,
GSUD1,Syntethic Station SUDA2#1,,-147.44,63.58,0,model data for SUDA2,GSUD1,,Matsu,,,,,,Y,,,,,
GSUD2,Syntethic Station SUDA2#2,,-147,63.2,0,model data for SUDA2,GSUD2,,Matsu,,,,,,Y,,,,,
GTAT1,TATQ9 #1 Synthetic,,-136.538,60.056,1556,model data for TATQ9,GTAT1,,Southeast,,,,,,Y,,,,,
GTAZ1,Syntethic Station TAZA2#1,,-146.569,61.841,0,model data for TAZA2,GTAZ1,,Copper,,,,,,Y,,,,,
GTAZ2,Syntethic Station TAZA2#2,,-145.743889,62.031944,0,model data for TAZA2,GTAZ2,,Copper,,,,,,Y,,,,,
GTKU1,Syntethic Station TKUA2 #1,,-134.04,58.63,1091.2,model data for TKUA2,GTKU1,,Southeast,,,,,,Y,,,,,
GTKU2,Syntethic Station TKUA2 #2,,-133.24,58.63,2075.7,model data for TKUA2,GTKU2,,Southeast,,,,,,Y,,,,,
GTKU3,Syntethic Station TKUA2 #3,,-132.44,58.83,1417.3,model data for TKUA2,GTKU3,,Southeast,,,,,,Y,,,,,
GTKU4,Syntethic Station TKUA2 #4,,-132.62,59.24,1298.4,model data for TKUA2,GTKU4,,Southeast,,,,,,Y,,,,,
GTKU5,Syntethic Station TKUA2 #5,,-131.64,58.92,856.5,model data for TKUA2,GTKU5,,Southeast,,,,,,Y,,,,,
GTKU6,Syntethic Station TKUA2 #6,,-133.06,58.32,1316.7,model data for TKUA2,GTKU6,,Southeast,,,,,,Y,,,,,
GTKU7,Syntethic Station TKUA2 #7,,-132.27,58.41,1764.8,model data for TKUA2,GTKU7,,Southeast,,,,,,Y,,,,,
GTKU8,Syntethic Station TKUA2 #8,,-132.1,58,1030.2,model data for TKUA2,GTKU8,,Southeast,,,,,,Y,,,,,
GTRT1,Syntethic Station TRTA2#1,,-149.52,62.58,0,model data for TRTA2,GTRT1,,Matsu,,,,,,Y,,,,,
GTRT2,Syntethic Station TRTA2#2,,-149.06,62.2,0,model data for TRTA2,GTRT2,,Matsu,,,,,,Y,,,,,
GTYA1,Syntethic Station TYAA2 #1,,-135.48,59.76,1286.3,model data for TYAA2,GTYA1,,Southeast,,,,,,Y,,,,,
GULA2,GULA2,,-145.380556,62.268889,416.5,NWS Wireweight - Gulkana River at Richardson Hwy,GULA2,,Copper,,,,,,Y,Y,,,,
GUSA2,Gustavus,,-135.708889,58.411111,10.7,JNU Coop at Gustavus,GUSA2,,Southeast,,,,,,Y,,Y,,,
GWSA2,Glenn Hwy Weigh Station,,-149.623611,61.280278,140.2,RWIS site Glenn Hwy S of Weigh Station,GWSA2,,Anch,,,,,,Y,,Y,,,
GYRA2,GYRA2,,-156.900833,64.736111,36.6,NWS Staff gage - Yukon River at Galena,GYRA2,,Midyukon,,,,,,Y,Y,Y,,,
HAFA2,HAFA2,,-150.18,62.28,350,Halfway Slough snow course,HAFA2,,Matsu,,,,,,Y,,Y,,,Y
HAJH1,Hawaii Kai Golf Crse,,-157.665,21.299,0,,HAJH1,,Hawaii,,,,,,Y,,Y,,,
HAKH1,Hakipuu Mauka,,-157.857,21.504,0,,HAKH1,,Hawaii,,,,,,Y,,Y,,,
HATA2,HATA2,,-149.279722,61.791667,1051.6,Hatcher Pass Snotel,HATA2,,Matsu,,,,,,Y,,Y,,Y,
HAUH1,Hanaunau,,-155.885,19.446,0,,HAUH1,,Hawaii,,,,,,Y,,Y,,,
HAYA2,Haycock RAWS,,-161.155,65.201667,53.9,RAWS site nr Koyuk,HAYA2,,Northsl,,,,,,Y,,Y,,,
HBHA2,Homer Boat Harbor,,-151.411111,59.6025,0,NWS weather station in Homer,HBHA2,,Kenai,,,,,,Y,,Y,,,
HCBA2,HCBA2,,-157.26,65.57,170,Colville Bend snow course,HCBA2,,Northsl,,,,,,Y,,Y,,,Y
HCSA2,Haines Customs,,-136.366667,59.45,249.9,JNU Coop site at border,HCSA2,,Southeast,,,,,,Y,,Y,,,
HDOA2,Hoodoo Hills RAWS,,-163.411389,65.595,468.2,RAWS site nr Deering,HDOA2,,Northsl,,,,,,Y,,Y,,,
HEAA2,Healy DOT Handar,,-148.97,63.87,451.1,Healy DOT Handar,HEAA2,,Tanana,,,,,,Y,,Y,,,
HESA2,HESA2,,-149.38,65.77,1000,Hess Creek snowcourse,HESA2,,Northsl,,,,,,Y,,Y,,,Y
HFHA2,Hidden Falls Hatchery - coop,,-134.866667,57.216667,6.7,JNU Coop site,HFHA2,,Southeast,,,,,,Y,,Y,,,
HGGA2,HGGA2,,-145.45,62.7,2540,Haggard Creek snowcourse,HGGA2,,Matsu,,,,,,Y,,Y,,,Y
HHKA2,Haines Hwy at Klehini,,-136.058333,59.422222,225.6,RWIS site,HHKA2,,Southeast,,,,,,Y,,Y,,,
HHWA2,Haines Hwy at Chilkat River Bridge,,-135.929167,59.415833,45.7,RWIS site,HHWA2,,Southeast,,,,,,Y,,Y,,,
HILA2,HILA2,,-149.685556,61.116111,634,Anchorage Hillside Snotel,HILA2,,Anch,,,,,,Y,,Y,,Y,
HKAH1,Honokanaia,,-156.682,20.509,0,,HKAH1,,Hawaii,,,,,,Y,,Y,,,
HKLA2,Hawk Lane RWIS,,-149.742222,61.585,0,RWIS site Wasilla,HKLA2,,Matsu,,,,,,Y,,Y,,,
HKSH1,HKSH1,,-156.589,20.962,265.244,Honokohau Stream,HKSH1,,Hawaii,,,,,,Y,,Y,Y,,
HKUH1,Hakalau,,-155.331,19.821,0,,HKUH1,,Hawaii,,,,,,Y,,Y,,,
HLAH1,HLAH1,,-159.421,22.182,119.512,Halaulani Stream,HLAH1,,Hawaii,,,,,,Y,,Y,Y,,
HLEH1,HLEH1,,-159.466,22.192,18.293,Hanalei River,HLEH1,,Hawaii,,,,,,Y,,Y,Y,,
HLSH1,HLSH1,,-158.103,21.579,1.22,Helemano Stream Nr Haleiwa,HLSH1,,Hawaii,,,,,,Y,,Y,Y,,
HLWH1,HLWH1,,-156.759,21.159,64.024,Halawa Stream,HLWH1,,Hawaii,,,,,,Y,,Y,Y,,
HMEA2,Homer RAWS,,-151.208333,59.745833,217.9,RAWS site near Homer,HMEA2,,Kenai,,,,,,Y,,Y,,,
HMK,Molkai Airport,,-157.159,21.163,0,,HMK,,Hawaii,,,,,,Y,,Y,,,
HMRH1,HMRH1,,-158.064,21.55,213.415,Helemano 16 Reservoir,HMRH1,,Hawaii,,,,,,Y,,Y,Y,,
HNAH1,Hana Airport,,-156.017,20.8,0,,HNAH1,,Hawaii,,,,,,Y,,Y,,,
HNG,Kaneohe,,-157.783,21.45,0,,HNG,,Hawaii,,,,,,Y,,Y,,,
